LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
44000,KAPOLEI,HI,96707,813410.0,Non-Profit Organization,Unanswered,Female Owned,Unanswered,8.0,04/09/2020,HawaiiUSA FCU,HI-02
148400,HONOLULU,HI,96814,541211.0,Corporation,Unknown,,Unanswered,7.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
73600,KAPOLEI,HI,96707,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,24.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
67971,HONOLULU,HI,96826,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,12.0,05/06/2020,"Kabbage, Inc.",HI-01
100000,LIHUE,HI,96766,424480.0,Corporation,Unanswered,Unanswered,Unanswered,14.0,04/28/2020,Central Pacific Bank,HI-02
6000,HONOLULU,HI,96821,541921.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-01
4495,KAILUA KONA,HI,96740,541611.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,04/14/2020,Bank of Hawaii,HI-02
104700,HONOLULU,HI,96814,541110.0,Limited  Liability Company(LLC),Hispanic,Female,Unanswered,11.0,04/04/2020,Hawaii National Bank.,HI-01
29362,LIHUE,HI,96766,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,8.0,05/11/2020,Bank of Hawaii,HI-02
112900,KAPOLEI,HI,96709,321214.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,20.0,04/14/2020,Central Pacific Bank,HI-02
47600,LIHUE,HI,96766,522390.0,Corporation,Unanswered,Male Owned,Unanswered,7.0,04/04/2020,Evolve Bank & Trust,HI-02
3225,KIHEI,HI,96753,713940.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,7.0,05/04/2020,Bank of Hawaii,HI-02
4007,PEARL CITY,HI,96782,812990.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,08/04/2020,"Kabbage, Inc.",HI-01
3875,HONOLULU,HI,96814,512110.0,Sole Proprietorship,Unknown,,Unanswered,1.0,2020-04-30,"BOA, National Association",HI-01
12249,KAPAA,HI,96746,531210.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,05/21/2020,Gather FCU,HI-02
12702,KAILUA KONA,HI,96740,561790.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,04/27/2020,Bank of Hawaii,HI-02
38900,KAILUA KONA,HI,96740,487210.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,"American Savings Bank, FSB(First State Bank)",HI-02
102500,HILO,HI,96720,424410.0,Corporation,Unanswered,Unanswered,Unanswered,,05/13/2020,Bank of Hawaii,HI-02
12500,WAIPAHU,HI,96797,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-01
64200,HILO,HI,96720,722513.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,20.0,04/14/2020,Hawaii National Bank.,HI-02
15600,HILO,HI,96720,541219.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,04/06/2020,Central Pacific Bank,HI-02
30000,LAHAINA,HI,96761,448310.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,05/19/2020,Central Pacific Bank,HI-02
20100,WAIANAE,HI,96792,722513.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,6.0,05/11/2020,"American Savings Bank, FSB(First State Bank)",HI-02
59600,HONOLULU,HI,96814,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,11.0,05/06/2020,MBE Capital Partners,HI-01
49612,HONOLULU,HI,96819,442210.0,Corporation,Unknown,,Unanswered,8.0,04/27/2020,Bank of Hawaii,HI-01
1068.28,PEARL CITY,HI,96782,485999.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Celtic Bank Corporation,HI-01
140100,KAPOLEI,HI,96707,423390.0,Corporation,Unanswered,Male Owned,Non-Veteran,10.0,05/01/2020,"American Savings Bank, FSB",HI-02
25267,HONOLULU,HI,96814,448310.0,Corporation,Unknown,,Unanswered,5.0,04/27/2020,Bank of Hawaii,HI-01
24120,HONOLULU,HI,96826,722511.0,Corporation,Unknown,,Unanswered,5.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
10000,KIHEI,HI,96753,812990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Central Pacific Bank,HI-02
1882.24,HILO,HI,96720,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Celtic Bank Corporation,HI-02
16800,WAIPAHU,HI,96797,722515.0,Corporation,Asian,Female Owned,Non-Veteran,6.0,04/07/2020,Ohana Pacific Bank,HI-01
4800,HONOLULU,HI,96813,541110.0,Sole Proprietorship,Asian,Male Owned;,Unanswered,1.0,05/22/2020,Ohana Pacific Bank,HI-01
3725,KILAUEA,HI,96754,541219.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/13/2020,Bank of Hawaii,HI-02
5257,AIEA,HI,96701,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,05/04/2020,Bank of Hawaii,HI-01
9660,KAAAWA,HI,96730,531190.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
7410,KAILUA KONA,HI,96740,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,08/01/2020,Hawaii Community FCU,HI-02
1250,KAMUELA,HI,96743,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/28/2020,Hawaii First FCU,HI-02
87500,HONOLULU,HI,96813,518210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,7.0,04/05/2020,"ASB, FSB",HI-01
12000,HONOLULU,HI,96817,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,HI-01
1760,AIEA,HI,96701,561510.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
3100,HONOLULU,HI,96813,812990.0,Sole Proprietorship,Unknown,,Unanswered,2.0,05/03/2020,"American Savings Bank, FSB(First State Bank)",HI-01
55000,AIEA,HI,96701,621210.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,6.0,04/09/2020,Central Pacific Bank,HI-01
4660,HONOLULU,HI,96818,485310.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,07/29/2020,"Kabbage, Inc.",HI-01
6250,KAILUA KONA,HI,96734,111110.0,Corporation,Unanswered,Male Owned,Unanswered,0.0,05/07/2020,Central Pacific Bank,HI-02
140000,HONOLULU,HI,96814,442291.0,Corporation,Unknown,,Unanswered,9.0,04/14/2020,Central Pacific Bank,HI-01
5300,KAILUA KONA,HI,96734,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/15/2020,Central Pacific Bank,HI-02
8400,HILO,HI,96720,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/03/2020,Cross River Bank,HI-02
24900,KAPOLEI,HI,96707,448310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,15.0,04/14/2020,FIRST HAWAIIAN BANK,HI-02
4750,HONOLULU,HI,96814,812990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/12/2020,Central Pacific Bank,HI-01
3500,KIHEI,HI,96753,314120.0,Corporation,Unanswered,Male Owned,Unanswered,2.0,04/06/2020,"ASB, FSB",HI-02
4030,AIEA,HI,96816,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Central Pacific Bank,HI-01
57832,HOLUALOA,HI,96725,236117.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,04/27/2020,Bank of Hawaii,HI-02
19800,WAIALUA,HI,96791,541211.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
21100,HONOLULU,HI,96826,811111.0,Corporation,Unknown,,Unanswered,2.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
34602.5,HONOLULU,HI,96813,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,11.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
45000,HONOLULU,HI,96816,425120.0,Sole Proprietorship,Unknown,,Unanswered,2.0,04/09/2020,Central Pacific Bank,HI-01
8500,HONOLULU,HI,96815,485320.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/06/2020,Central Pacific Bank,HI-01
81150,KIHEI,HI,96753,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,HI-02
52075,HILO,HI,96720,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,HI-02
24779,HONOLULU,HI,96822,541611.0,Non-Profit Organization,Unknown,,Unanswered,,04/15/2020,Bank of Hawaii,HI-01
20832.5,HONOLULU,HI,96825,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/06/2020,FIRST HAWAIIAN BANK,HI-01
4300,HONOLULU,HI,96815,541310.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-01
77500,HILO,HI,96720,532111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,5.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-02
907,KAHUKU,HI,96731,541890.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/26/2020,MBE Capital Partners,HI-02
64670,KAUNAKAKAI,HI,96748,111998.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,0.0,05/02/2020,Central Pacific Bank,HI-02
12687,HILO,HI,96720,423710.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,06/09/2020,CU Hawaii FCU,HI-02
27392.5,HANALEI,HI,96714,238910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
6250,HONOLULU,HI,96821,541219.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,07/23/2020,"Fundbox, Inc.",HI-01
110094,AIEA,HI,96701,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,36.0,05/04/2020,FIRST HAWAIIAN BANK,HI-01
18340,KAHULUI,HI,96732,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,07/24/2020,"Kabbage, Inc.",HI-02
94425,HONOLULU,HI,96816,512240.0,Corporation,Unknown,,Unanswered,,04/08/2020,Bank of Hawaii,HI-01
13600,HONOLULU,HI,96822,812990.0,Limited  Liability Company(LLC),Asian,Female,Unanswered,1.0,04/28/2020,HawaiiUSA FCU,HI-01
17800,LAHAINA,HI,96761,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
27435,VOLCANO,HI,96785,424930.0,Corporation,Unanswered,Unanswered,Unanswered,,2020-04-30,Bank of Hawaii,HI-02
20000,HONOLULU,HI,96817,722513.0,Limited  Liability Company(LLC),Asian,Female,Non-Veteran,4.0,04/09/2020,Central Pacific Bank,HI-01
19000,KAILUA KONA,HI,96740,722511.0,Partnership,Unanswered,Unanswered,Unanswered,0.0,05/21/2020,Central Pacific Bank,HI-02
2500,HONOLULU,HI,96826,453110.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-01
4354,HONOLULU,HI,96825,711130.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,08/03/2020,"Kabbage, Inc.",HI-01
8700,WAHIAWA,HI,96786,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/02/2020,Central Pacific Bank,HI-02
44500,HONOLULU,HI,96817,621111.0,Sole Proprietorship,Asian,Male Owned,Veteran,3.0,04/15/2020,Hawaii National Bank.,HI-01
18300,KAILUA KONA,HI,96745,236115.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
84100,LAHAINA,HI,96761,713990.0,Corporation,Unanswered,Male Owned,Unanswered,13.0,04/07/2020,FIRST HAWAIIAN BANK,HI-02
72467.5,HONOLULU,HI,96819,621111.0,Corporation,Unknown,,Unanswered,6.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
8475,HONOLULU,HI,96813,541611.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/11/2020,Bank of Hawaii,HI-01
31957.5,LIHUE,HI,96766,238210.0,Corporation,Unanswered,Unanswered,Unanswered,6.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
17500,HONOLULU,HI,96822,711510.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/05/2020,"ASB, FSB",HI-01
40275,KAILUA KONA,HI,96734,722511.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,5.0,06/03/2020,FIRST HAWAIIAN BANK,HI-02
55400,KAILUA KONA,HI,96734,236118.0,Corporation,Unanswered,Unanswered,Unanswered,15.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-02
5800,HALEIWA,HI,96712,531210.0,Sole Proprietorship,Unanswered,Male Owned,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-02
24987,PAIA,HI,96779,561520.0,Corporation,Unanswered,Unanswered,Unanswered,8.0,04/27/2020,Bank of Hawaii,HI-02
55300,LIHUE,HI,96766,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/22/2020,Central Pacific Bank,HI-02
33300,MILILANI,HI,96789,562910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,05/02/2020,FIRST HAWAIIAN BANK,HI-01
90900,KAHULUI,HI,96732,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,10.0,04/07/2020,Central Pacific Bank,HI-02
37400,KAPAA,HI,96746,812990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,3.0,04/11/2020,Central Pacific Bank,HI-02
2840,HONOLULU,HI,96816,541310.0,Subchapter S Corporation,Unknown,,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
42250,HONOLULU,HI,96819,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,05/02/2020,Celtic Bank Corporation,HI-01
8750,HONOLULU,HI,96814,541990.0,Sole Proprietorship,Unknown,Unanswered,Unanswered,1.0,04/29/2020,WebBank,HI-01
22800,KAUNAKAKAI,HI,96748,722513.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,7.0,05/14/2020,"American Savings Bank, FSB(First State Bank)",HI-02
40000,HONOLULU,HI,96826,722513.0,Corporation,Asian,Male Owned;,Non-Veteran,9.0,04/11/2020,"American Savings Bank, FSB",HI-01
5465,HONOLULU,HI,96813,812112.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/15/2020,Bank of Hawaii,HI-01
20000,KIHEI,HI,96753,425110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/09/2020,Central Pacific Bank,HI-02
7805,KAHULUI,HI,96732,311991.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,07/29/2020,"Fundbox, Inc.",HI-02
14700,HONOLULU,HI,96817,611710.0,Corporation,Unknown,,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-01
126900,WAILUKU,HI,96793,238290.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,10.0,04/07/2020,FIRST HAWAIIAN BANK,HI-02
29500,HONOLULU,HI,96814,812112.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/14/2020,Central Pacific Bank,HI-01
41200,KAPOLEI,HI,96707,621399.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,5.0,04/15/2020,Central Pacific Bank,HI-02
49297,MAKAWAO,HI,96768,236115.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,06/16/2020,Celtic Bank Corporation,HI-02
28800,PAAUILO,HI,96776,112111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-02
12697,HONOLULU,HI,96817,453220.0,Corporation,Unknown,,Unanswered,2.0,04/27/2020,Bank of Hawaii,HI-01
19214,HONOLULU,HI,96816,611610.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
131980,WAHIAWA,HI,96786,238220.0,Corporation,Unanswered,Unanswered,Unanswered,24.0,05/12/2020,Bank of Hawaii,HI-02
30000,KAMUELA,HI,96743,453920.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,04/14/2020,FIRST HAWAIIAN BANK,HI-02
12400,LAHAINA,HI,96761,448310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,1.0,04/11/2020,"American Savings Bank, FSB(First State Bank)",HI-02
35000,WAIANAE,HI,96792,722511.0,Corporation,Unanswered,Unanswered,Unanswered,11.0,04/11/2020,FIRST HAWAIIAN BANK,HI-02
10453,HONOLULU,HI,96813,445210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,10.0,05/13/2020,Intuit Financing Inc.,HI-01
11570,KANEOHE,HI,96744,445110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-02
29775,KIHEI,HI,96753,236115.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,06/18/2020,Celtic Bank Corporation,HI-02
13657.5,HAIKU,HI,96708,325611.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
72700,HONOLULU,HI,96816,531190.0,Corporation,Unknown,,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
61192,HONOLULU,HI,96817,811121.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
4400,HONOLULU,HI,96817,561510.0,Corporation,Unknown,,Unanswered,3.0,04/06/2020,"ASB, FSB",HI-01
20900,HONOLULU,HI,96814,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Central Pacific Bank,HI-01
87725,HALEIWA,HI,96712,531210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,04/14/2020,Bank of Hawaii,HI-02
12712,HONOLULU,HI,96819,453110.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,2020-06-29,"Kabbage, Inc.",HI-01
20800,KAPOLEI,HI,96707,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/02/2020,"American Savings Bank, FSB(First State Bank)",HI-02
99392,KANEOHE,HI,96744,111219.0,Corporation,Unanswered,Unanswered,Unanswered,,05/04/2020,Bank of Hawaii,HI-02
52000,HONOLULU,HI,96826,453210.0,Corporation,Unknown,,Unanswered,7.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
11250,HONOLULU,HI,96818,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/05/2020,Central Pacific Bank,HI-01
22900,HONOLULU,HI,96826,999990.0,Corporation,Unknown,,Unanswered,8.0,04/06/2020,"ASB, FSB",HI-01
21100,HONOLULU,HI,96814,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Central Pacific Bank,HI-01
3310,KAILUA KONA,HI,96740,721199.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/21/2020,FIRST HAWAIIAN BANK,HI-02
2677.5,KIHEI,HI,96753,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/16/2020,Celtic Bank Corporation,HI-02
20800,HONOLULU,HI,96814,488999.0,Sole Proprietorship,Unknown,,Unanswered,1.0,2020-04-30,"American Savings Bank, FSB(First State Bank)",HI-01
18500,HONOLULU,HI,96815,423940.0,Corporation,Asian,Male Owned,Non-Veteran,1.0,04/28/2020,Hawaii National Bank.,HI-01
16625.62,HONOLULU,HI,96816,454390.0,Sole Proprietorship,Unknown,,Unanswered,1.0,07/30/2020,Cross River Bank,HI-01
16875,HONOLULU,HI,96816,448190.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-01
7300,KAPAA,HI,96746,531110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-02
21100,HONOLULU,HI,96813,541199.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/13/2020,Central Pacific Bank,HI-01
20833,HONOLULU,HI,96814,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,05/16/2020,FIRST HAWAIIAN BANK,HI-01
15965,KALAHEO,HI,96741,238350.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,04/10/2020,Bank of Hawaii,HI-02
14500,HONOLULU,HI,96816,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/02/2020,"American Savings Bank, FSB(First State Bank)",HI-01
84500,HILO,HI,96720,541940.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,15.0,04/11/2020,FIRST HAWAIIAN BANK,HI-02
17655,MAKAWAO,HI,96768,541310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,06/02/2020,Central Pacific Bank,HI-02
17800,HAIKU,HI,96708,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,2020-04-30,"American Savings Bank, FSB(First State Bank)",HI-02
101610,HONOLULU,HI,96813,621111.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/12/2020,Bank of Hawaii,HI-01
27500,LIHUE,HI,96766,531311.0,Corporation,Unanswered,Male Owned,Non-Veteran,2.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
130800,WAIPAHU,HI,96797,424490.0,Corporation,Asian,Male Owned,Non-Veteran,23.0,04/06/2020,Central Pacific Bank,HI-01
4300,HONOLULU,HI,96813,624410.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/14/2020,Central Pacific Bank,HI-01
43505,EWA BEACH,HI,96706,531210.0,Corporation,Unknown,Unanswered,Unanswered,2.0,04/27/2020,Bank of Hawaii,HI-01
6486,KULA,HI,96790,711130.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,07/23/2020,"Kabbage, Inc.",HI-02
31300,KAPOLEI,HI,96707,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
98685,HONOLULU,HI,96819,423330.0,Limited  Liability Company(LLC),Unknown,,Unanswered,13.0,2020-05-18,Bank of Hawaii,HI-01
9207,HONOLULU,HI,96817,445210.0,Limited  Liability Company(LLC),Unknown,,Unanswered,10.0,07/28/2020,Intuit Financing Inc.,HI-01
20800,HONOLULU,HI,96817,621112.0,Corporation,Unknown,,Unanswered,1.0,04/06/2020,Bank of Hawaii,HI-01
9479,KAPOLEI,HI,96707,541512.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,08/06/2020,"Kabbage, Inc.",HI-02
76400,KAHULUI,HI,96732,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,5.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-02
60000,HONOLULU,HI,96813,531320.0,Corporation,Unknown,,Unanswered,,04/11/2020,Bank of Hawaii,HI-01
25000,KAILUA KONA,HI,96734,524210.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-02
72697,HILO,HI,96720,562111.0,Corporation,Unanswered,Unanswered,Unanswered,,05/01/2020,CU Hawaii FCU,HI-02
25121,HONOLULU,HI,96813,621111.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
45000,HONOLULU,HI,96819,722513.0,Corporation,Asian,Male Owned,Non-Veteran,7.0,04/28/2020,Hawaii National Bank.,HI-01
125392.5,HONOLULU,HI,96814,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,7.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
12500,HONOLULU,HI,96816,238220.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/11/2020,Central Pacific Bank,HI-01
31800,KANEOHE,HI,96744,311919.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,3.0,04/04/2020,"American Savings Bank, FSB",HI-02
25000,KULA,HI,96790,531311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/07/2020,Central Pacific Bank,HI-02
20833,HONOLULU,HI,96819,531210.0,Sole Proprietorship,Unknown,,Unanswered,1.0,06/26/2020,Central Pacific Bank,HI-01
20038.75,HONOLULU,HI,96825,611699.0,Limited  Liability Company(LLC),Asian,Female,Unanswered,1.0,04/28/2020,HawaiiUSA FCU,HI-01
15000,KAPOLEI,HI,96707,531210.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,04/05/2020,Central Pacific Bank,HI-02
17100,HONOLULU,HI,96816,922130.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/07/2020,Central Pacific Bank,HI-01
52320,HONOLULU,HI,96815,561510.0,Corporation,Unknown,,Unanswered,,04/13/2020,Bank of Hawaii,HI-01
26000,HONOLULU,HI,96813,524210.0,Corporation,Unknown,,Unanswered,3.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
5700,HONOLULU,HI,96816,424990.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-01
37862.5,WAIKOLOA,HI,96738,813312.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,4.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
12500,MILILANI,HI,96789,722320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/26/2020,MBE Capital Partners,HI-01
9400,HONOLULU,HI,96813,621399.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/16/2020,Central Pacific Bank,HI-01
14928.8,KAILUA KONA,HI,96745,423320.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,08/07/2020,HawaiiUSA FCU,HI-02
110000,KEALAKEKUA,HI,96750,722511.0,Corporation,Unanswered,Unanswered,Unanswered,23.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-02
18000,WAIPAHU,HI,96797,424320.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/11/2020,HawaiiUSA FCU,HI-01
20833,HONOLULU,HI,96825,541519.0,Self-Employed Individuals,Hispanic,Male Owned,Non-Veteran,1.0,08/04/2020,"Kabbage, Inc.",HI-01
17620,WAIKOLOA,HI,96738,561720.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
17685,HONOLULU,HI,96826,453998.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,3.0,05/26/2020,Cross River Bank,HI-01
20830,HONOLULU,HI,96813,541110.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/12/2020,Bank of Hawaii,HI-01
38400,HONOLULU,HI,96819,811198.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/09/2020,Central Pacific Bank,HI-01
10600,HONOLULU,HI,96815,722513.0,Limited  Liability Company(LLC),Unknown,,Unanswered,4.0,05/09/2020,"American Savings Bank, FSB(First State Bank)",HI-01
