LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,Lender 1,Lender 2,CD
27740.0,Wailuku,HI,96793,722330.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-02
5000.0,Honolulu,HI,96818,315210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/11/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
84600.0,Kapaa,HI,96746,562111.0,Corporation,,Unanswered,Unanswered,Unanswered,12.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
9797.0,Honolulu,HI,96817,813110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,2.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
33500.0,Honolulu,HI,96817,621111.0,Corporation,,Asian,Male Owned,Non-Veteran,3.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
4200.0,Makawao,HI,96768,624410.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
24000.0,Aiea,HI,96701,424990.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,05/08/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
6800.0,Honolulu,HI,96821,444190.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
6250.0,Honolulu,HI,96813,561990.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
8000.0,Mililani,HI,96789,813110.0,Professional Association,,Asian,Male Owned,Unanswered,2.0,04/28/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
63600.0,Honolulu,HI,96813,541110.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
13300.0,Honolulu,HI,96813,541213.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/03/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
8625.0,Honolulu,HI,96821,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
111500.0,Aiea,HI,96701,813211.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,18.0,04/11/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
93750.0,Lihue,HI,96766,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
17800.0,Honolulu,HI,96822,541618.0,Self-Employed Individuals,,Unanswered,Male Owned,Non-Veteran,,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
38982.5,Honolulu,HI,96814,487110.0,Corporation,,Unanswered,Unanswered,Unanswered,10.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
22400.0,Honolulu,HI,96819,323113.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/04/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
5300.0,Honolulu,HI,96816,999990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
70200.0,Lihue,HI,96766,444190.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/13/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
24692.5,Hilo,HI,96720,722511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,8.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
48750.0,Hilo,HI,96720,238210.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
7852.55,Wailuku,HI,96793,442299.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-02
92900.0,Waipahu,HI,96797,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,6.0,04/15/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
139600.0,Puunene,HI,96784,481211.0,Corporation,,Unanswered,Unanswered,Unanswered,7.0,04/11/2020,1st Source Bank,1st Source Bank,,HI-02
8100.0,Kailua Kona,HI,96734,531390.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
95900.0,Honolulu,HI,96816,624190.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,8.0,04/05/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
37900.0,Honolulu,HI,96813,424990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,6.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
16032.0,Honolulu,HI,96818,561720.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,,06/10/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
32500.0,Waialua,HI,96791,314999.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
9400.0,Lahaina,HI,96761,711510.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
7912.0,Wailuku,HI,96793,236118.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
16875.0,Lahaina,HI,96761,999990.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Non-Veteran,1.0,05/03/2020,Cross River Bank,Cross River Bank,,HI-02
2995.0,Honolulu,HI,96814,722511.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,2.0,06/05/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
20000.0,Honolulu,HI,96813,541211.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
133700.0,Honolulu,HI,96814,424910.0,Corporation,,Unanswered,Unanswered,Unanswered,13.0,04/03/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
6659.0,Kilauea,HI,96754,541320.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
21400.0,Honolulu,HI,96825,722513.0,Corporation,,Unanswered,Unanswered,Non-Veteran,3.0,05/05/2020,Hawaii National Bank.,Hawaii National Bank,,HI-01
20800.0,Honolulu,HI,96825,541990.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Unanswered,1.0,04/04/2020,BankVista,BankVista,,HI-01
29500.0,Lihue,HI,96766,541211.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Unanswered,3.0,04/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
35695.0,Honolulu,HI,96814,339910.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
28000.0,Honolulu,HI,96815,531210.0,Limited Liability Company(LLC),,Unanswered,Female Owned,Unanswered,16.0,04/05/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
40200.0,Honolulu,HI,96814,722515.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,3.0,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
58300.0,Kailua Kona,HI,96734,523930.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,3.0,04/14/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
52600.0,Honolulu,HI,96813,561110.0,Corporation,,Hispanic,Male Owned,Non-Veteran,4.0,04/05/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
72092.0,Kamuela,HI,96743,447110.0,Corporation,,Unanswered,Unanswered,Unanswered,11.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
8202.0,Kailua Kona,HI,96734,541219.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
43800.0,Waipahu,HI,96797,713940.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,12.0,04/11/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
1923.57,Kailua Kona,HI,96740,812112.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/23/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-02
29375.0,Kula,HI,96790,561790.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
29100.0,Honolulu,HI,96813,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/11/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
65700.0,Mililani,HI,96789,335121.0,Corporation,,Unanswered,Unanswered,Unanswered,8.0,04/10/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
20000.0,Kailua Kona,HI,96734,722511.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,05/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
53400.0,Honolulu,HI,96821,999990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,10.0,04/04/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
82500.0,Kahului,HI,96732,611110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,20.0,04/07/2020,FIRST BANK OF OWASSO,FIRST BANK OF OWASSO,,HI-02
8506.0,Honolulu,HI,96825,531210.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,1.0,07/15/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-01
15000.0,Waipahu,HI,96797,445120.0,Corporation,,Asian,Male Owned,Non-Veteran,2.0,04/10/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
3109.0,Honolulu,HI,96818,485310.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-01
12200.0,Kailua Kona,HI,96734,621210.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
11300.0,Kailua Kona,HI,96734,541921.0,Sole Proprietorship,,White,Male Owned,Unanswered,1.0,05/06/2020,Hawaii National Bank.,Hawaii National Bank,,HI-02
7952.5,Kailua Kona,HI,96740,487210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,08/01/2020,Hawaii Community FCU,Hawaii Community FCU,,HI-02
69300.0,Honolulu,HI,96813,722310.0,Corporation,,Unanswered,Unanswered,Unanswered,13.0,04/03/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
87100.0,Ocean View,HI,96737,238210.0,Corporation,,Unanswered,Unanswered,Unanswered,8.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
74900.0,Wailuku,HI,96793,238210.0,Limited Liability Company(LLC),,White,Male Owned,Non-Veteran,9.0,05/11/2020,Hawaii National Bank.,Hawaii National Bank,,HI-02
90900.0,Hilo,HI,96720,621340.0,Corporation,,Asian,Female Owned,Non-Veteran,9.0,04/14/2020,Hawaii National Bank.,Hawaii National Bank,,HI-02
20800.0,Kaneohe,HI,96744,812910.0,Sole Proprietorship,,Unanswered,Male Owned,Veteran,5.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
32500.0,Honolulu,HI,96816,551114.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/07/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
84947.0,Waikoloa,HI,96738,524114.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,20.0,2020-04-30,Cross River Bank,Cross River Bank,,HI-02
27200.0,Honolulu,HI,96817,621112.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
4200.0,Honolulu,HI,96814,531210.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
13750.0,Pearl City,HI,96782,511210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/08/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
70000.0,Lahaina,HI,96761,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,04/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
1500.0,Kaneohe,HI,96744,453220.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Non-Veteran,1.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
26500.0,Kailua Kona,HI,96740,611620.0,Corporation,,Unanswered,Unanswered,Non-Veteran,3.0,2020-04-30,Seacoast Commerce Bank,Seacoast Commerce Bank,,HI-02
7428.0,Honolulu,HI,96815,485310.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/15/2020,Cross River Bank,Cross River Bank,,HI-01
8300.0,Kihei,HI,96753,621340.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,05/14/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
2109.0,Honolulu,HI,96813,453110.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,06/15/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
44407.0,Makawao,HI,96768,813110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,,04/28/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
56690.0,Ewa Beach,HI,96706,238220.0,Limited Liability Company(LLC),,Unanswered,Female Owned,Non-Veteran,6.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
84600.0,Ewa Beach,HI,96706,621210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,14.0,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
56652.5,Kailua Kona,HI,96734,446199.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/15/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
1800.0,Honolulu,HI,96821,812112.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
35530.0,Hilo,HI,96720,621210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
7200.0,Honolulu,HI,96816,722410.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/12/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
15700.0,Captain Cook,HI,96704,238350.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/11/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
24817.0,Honolulu,HI,96816,423940.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,05/19/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
20900.0,Honolulu,HI,96814,999990.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
66805.0,Kahului,HI,96732,311352.0,Corporation,,Unanswered,Unanswered,Unanswered,7.0,04/07/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
33300.0,Aiea,HI,96701,813110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,5.0,04/10/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
20832.0,Kihei,HI,96753,812990.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,,05/21/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-02
28100.0,Waipahu,HI,96797,621210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,3.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
2514.46,Honolulu,HI,96813,485310.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
7402.7,Kapaa,HI,96746,711510.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/11/2020,Kaua'i Government Employees' FCU;,Kaua'i Government Employees' FCU,,HI-02
44000.0,Kapolei,HI,96707,813410.0,Non-Profit Organization,Y,Unanswered,Female Owned,Unanswered,8.0,04/09/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-02
148400.0,Honolulu,HI,96814,541211.0,Corporation,,Unanswered,Unanswered,Unanswered,7.0,04/07/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
73600.0,Kapolei,HI,96707,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,24.0,05/01/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
67971.0,Honolulu,HI,96826,722511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,12.0,05/06/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-01
100000.0,Lihue,HI,96766,424480.0,Corporation,,Unanswered,Unanswered,Unanswered,14.0,04/28/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
6000.0,Honolulu,HI,96821,541921.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
4495.0,Kailua Kona,HI,96740,541611.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,,04/14/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
104700.0,Honolulu,HI,96814,541110.0,Limited Liability Company(LLC),,Hispanic,Female Owned,Unanswered,11.0,04/04/2020,Hawaii National Bank.,Hawaii National Bank,,HI-01
29362.0,Lihue,HI,96766,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,8.0,05/11/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
112900.0,Kapolei,HI,96709,321214.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,20.0,04/14/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
47600.0,Lihue,HI,96766,522390.0,Corporation,,Unanswered,Male Owned,Unanswered,7.0,04/04/2020,Evolve Bank & Trust,Evolve Bank & Trust,,HI-02
3225.0,Kihei,HI,96753,713940.0,Limited Liability Partnership,,Unanswered,Unanswered,Unanswered,7.0,05/04/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
4007.0,Pearl City,HI,96782,812990.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,1.0,08/04/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-01
3875.0,Honolulu,HI,96814,512110.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,2020-04-30,"Bank of America, National Association",Bank of America,National Association,HI-01
12249.0,Kapaa,HI,96746,531210.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,05/21/2020,Gather FCU,Gather FCU,,HI-02
12702.0,Kailua Kona,HI,96740,561790.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
38900.0,Kailua Kona,HI,96740,487210.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
102500.0,Hilo,HI,96720,424410.0,Corporation,,Unanswered,Unanswered,Unanswered,,05/13/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
12500.0,Waipahu,HI,96797,812112.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
64200.0,Hilo,HI,96720,722513.0,Limited Liability Company(LLC),,Asian,Male Owned,Non-Veteran,20.0,04/14/2020,Hawaii National Bank.,Hawaii National Bank,,HI-02
15600.0,Hilo,HI,96720,541219.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
30000.0,Lahaina,HI,96761,448310.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,05/19/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
20100.0,Waianae,HI,96792,722513.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,6.0,05/11/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
59600.0,Honolulu,HI,96814,713940.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,11.0,05/06/2020,MBE Capital Partners,MBE Capital Partners,,HI-01
49612.0,Honolulu,HI,96819,442210.0,Corporation,,Unanswered,Unanswered,Unanswered,8.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
1068.28,Pearl City,HI,96782,485999.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
140100.0,Kapolei,HI,96707,423390.0,Corporation,,Unanswered,Male Owned,Non-Veteran,10.0,05/01/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
25267.0,Honolulu,HI,96814,448310.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
24120.0,Honolulu,HI,96826,722511.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
10000.0,Kihei,HI,96753,812990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
1882.24,Hilo,HI,96720,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/08/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-02
16800.0,Waipahu,HI,96797,722515.0,Corporation,,Asian,Female Owned,Non-Veteran,6.0,04/07/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
4800.0,Honolulu,HI,96813,541110.0,Sole Proprietorship,,Asian,Male Owned,Unanswered,1.0,05/22/2020,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
3725.0,Kilauea,HI,96754,541219.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,,04/13/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
5257.0,Aiea,HI,96701,621210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,05/04/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
9660.0,Kaaawa,HI,96730,531190.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
7410.0,Kailua Kona,HI,96740,621399.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,08/01/2020,Hawaii Community FCU,Hawaii Community FCU,,HI-02
1250.0,Kamuela,HI,96743,541511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/28/2020,Hawaii First FCU,Hawaii First FCU,,HI-02
87500.0,Honolulu,HI,96813,518210.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,7.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
12000.0,Honolulu,HI,96817,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
1760.0,Aiea,HI,96701,561510.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
3100.0,Honolulu,HI,96813,812990.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,2.0,05/03/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
55000.0,Aiea,HI,96701,621210.0,Sole Proprietorship,,Unanswered,Male Owned,Non-Veteran,6.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
4660.0,Honolulu,HI,96818,485310.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,07/29/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-01
6250.0,Kailua Kona,HI,96734,111110.0,Corporation,,Unanswered,Male Owned,Unanswered,0.0,05/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
140000.0,Honolulu,HI,96814,442291.0,Corporation,,Unanswered,Unanswered,Unanswered,9.0,04/14/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
5300.0,Kailua Kona,HI,96734,621399.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
8400.0,Hilo,HI,96720,,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,Cross River Bank,Cross River Bank,,HI-02
24900.0,Kapolei,HI,96707,448310.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,15.0,04/14/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
4750.0,Honolulu,HI,96814,812990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/12/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
3500.0,Kihei,HI,96753,314120.0,Corporation,,Unanswered,Male Owned,Unanswered,2.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
4030.0,Aiea,HI,96816,531210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
57832.0,Holualoa,HI,96725,236117.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,7.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
19800.0,Waialua,HI,96791,541211.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/07/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
21100.0,Honolulu,HI,96826,811111.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
34602.5,Honolulu,HI,96813,722515.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,11.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
45000.0,Honolulu,HI,96816,425120.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,2.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
8500.0,Honolulu,HI,96815,485320.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
81150.0,Kihei,HI,96753,722513.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
52075.0,Hilo,HI,96720,722511.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
24779.0,Honolulu,HI,96822,541611.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
20832.5,Honolulu,HI,96825,541219.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
